mother_query_name,sql,relations,joins,wheres,true_cardinality,postgres_estimate,postgres_optimization_time,execution_time
11a,SELECT * FROM keyword k WHERE k.keyword ='sequel',['keyword'],[],"[""k.keyword ='sequel'""]",1,1.0,0.0010952949523925781,0.010940074920654297
11a,SELECT * FROM link_type lt WHERE lt.link LIKE '%follow%',['link_type'],[],"[""lt.link LIKE '%follow%'""]",2,1.0,0.0014300346374511719,0.0013852119445800781
11a,SELECT * FROM movie_companies mc WHERE mc.note IS NULL,['movie_companies'],[],['mc.note IS NULL'],1271989,1277256.0,0.0012862682342529297,0.24947690963745117
11a,SELECT * FROM title t WHERE t.production_year BETWEEN 1950  AND  2000,['title'],[],['t.production_year BETWEEN 1950  AND  2000'],910581,908212.0,0.0008211135864257812,0.06473088264465332
11b,SELECT * FROM company_name cn WHERE cn.country_code !='[pl]' AND (cn.name LIKE '%Film%'        OR cn.name LIKE '%Warner%'),['company_name'],[],"[""cn.country_code !='[pl]'"", ""(cn.name LIKE '%Film%'        OR cn.name LIKE '%Warner%')""]",48302,38222.0,0.0011420249938964844,0.02059197425842285
11b,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0011548995971679688,0.0009539127349853516
11b,SELECT * FROM keyword k WHERE k.keyword ='sequel',['keyword'],[],"[""k.keyword ='sequel'""]",1,1.0,0.0009369850158691406,0.005468845367431641
11b,SELECT * FROM link_type lt WHERE lt.link LIKE '%follows%',['link_type'],[],"[""lt.link LIKE '%follows%'""]",1,1.0,0.0011010169982910156,0.0009872913360595703
11b,SELECT * FROM movie_companies mc WHERE mc.note IS NULL,['movie_companies'],[],['mc.note IS NULL'],1271989,1277256.0,0.0007908344268798828,0.07289886474609375
11b,SELECT * FROM title t WHERE t.production_year = 1998 AND t.title LIKE '%Money%',['title'],[],"['t.production_year = 1998', ""t.title LIKE '%Money%'""]",36,4.0,0.001291036605834961,0.07324695587158203
11c,SELECT * FROM company_name cn WHERE cn.country_code !='[pl]' AND (cn.name LIKE '20th Century Fox%'        OR cn.name LIKE 'Twentieth Century Fox%'),['company_name'],[],"[""cn.country_code !='[pl]'"", ""(cn.name LIKE '20th Century Fox%'        OR cn.name LIKE 'Twentieth Century Fox%')""]",89,42.0,0.0012311935424804688,0.015527963638305664
11c,SELECT * FROM company_type ct WHERE ct.kind != 'production companies' AND ct.kind IS NOT NULL,['company_type'],[],"[""ct.kind != 'production companies'"", 'ct.kind IS NOT NULL']",3,703.0,0.0010068416595458984,0.0007140636444091797
11c,"SELECT * FROM keyword k WHERE k.keyword IN ('sequel',                     'revenge',                     'based-on-novel')",['keyword'],[],"[""k.keyword IN ('sequel',                     'revenge',                     'based-on-novel')""]",3,3.0,0.0007648468017578125,0.008661031723022461
11c,SELECT * FROM movie_companies mc WHERE mc.note IS NOT NULL,['movie_companies'],[],['mc.note IS NOT NULL'],1337140,1331873.0,0.0007569789886474609,0.055177927017211914
11c,SELECT * FROM title t WHERE t.production_year > 1950,['title'],[],['t.production_year > 1950'],2287271,2286666.0,0.0007822513580322266,0.07049083709716797
11d,SELECT * FROM company_name cn WHERE cn.country_code !='[pl]',['company_name'],[],"[""cn.country_code !='[pl]'""]",210031,210236.0,0.000888824462890625,0.013962984085083008
11d,SELECT * FROM company_type ct WHERE ct.kind != 'production companies' AND ct.kind IS NOT NULL,['company_type'],[],"[""ct.kind != 'production companies'"", 'ct.kind IS NOT NULL']",3,703.0,0.0007290840148925781,0.0004589557647705078
11d,"SELECT * FROM keyword k WHERE k.keyword IN ('sequel',                     'revenge',                     'based-on-novel')",['keyword'],[],"[""k.keyword IN ('sequel',                     'revenge',                     'based-on-novel')""]",3,3.0,0.0004630088806152344,0.008067131042480469
11d,SELECT * FROM movie_companies mc WHERE mc.note IS NOT NULL,['movie_companies'],[],['mc.note IS NOT NULL'],1337140,1331873.0,0.0005717277526855469,0.05321788787841797
11d,SELECT * FROM title t WHERE t.production_year > 1950,['title'],[],['t.production_year > 1950'],2287271,2286666.0,0.0012850761413574219,0.07019209861755371
12a,SELECT * FROM company_name cn WHERE cn.country_code = '[us]',['company_name'],[],"[""cn.country_code = '[us]'""]",84843,85750.0,0.001055002212524414,0.013448953628540039
12a,SELECT * FROM company_type ct WHERE ct.kind = 'production companies',['company_type'],[],"[""ct.kind = 'production companies'""]",1,4.0,0.0012679100036621094,0.0011200904846191406
12a,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0015668869018554688,0.0014247894287109375
12a,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0010051727294921875,0.0010089874267578125
12a,"SELECT * FROM movie_info mi WHERE mi.info IN ('Drama',                   'Horror')",['movie_info'],[],"[""mi.info IN ('Drama',                   'Horror')""]",274644,273630.0,0.0022249221801757812,1.3469507694244385
12a,SELECT * FROM movie_info_idx mi_idx WHERE mi_idx.info > '8.0',['movie_info_idx'],[],"[""mi_idx.info > '8.0'""]",53649,51255.0,0.0020427703857421875,0.09571218490600586
12a,SELECT * FROM title t WHERE t.production_year BETWEEN 2005  AND  2008,['title'],[],['t.production_year BETWEEN 2005  AND  2008'],445860,445473.0,0.0014030933380126953,0.059671878814697266
12b,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0011038780212402344,0.014014005661010742
12b,SELECT * FROM company_type ct WHERE ct.kind IS NOT NULL AND (ct.kind ='production companies'        OR ct.kind = 'distributors'),['company_type'],[],"['ct.kind IS NOT NULL', ""(ct.kind ='production companies'        OR ct.kind = 'distributors')""]",2,7.0,0.0013797283172607422,0.001316070556640625
12b,SELECT * FROM info_type it1 WHERE it1.info ='budget',['info_type'],[],"[""it1.info ='budget'""]",1,1.0,0.0010828971862792969,0.0009593963623046875
12b,SELECT * FROM info_type it2 WHERE it2.info ='bottom 10 rank',['info_type'],[],"[""it2.info ='bottom 10 rank'""]",1,1.0,0.0010631084442138672,0.0010039806365966797
12b,SELECT * FROM title t WHERE t.production_year >2000 AND (t.title LIKE 'Birdemic%'        OR t.title LIKE '%Movie%'),['title'],[],"['t.production_year >2000', ""(t.title LIKE 'Birdemic%'        OR t.title LIKE '%Movie%')""]",2536,257.0,0.001100778579711914,0.0758371353149414
12c,SELECT * FROM company_name cn WHERE cn.country_code = '[us]',['company_name'],[],"[""cn.country_code = '[us]'""]",84843,85750.0,0.0011031627655029297,0.013273000717163086
12c,SELECT * FROM company_type ct WHERE ct.kind = 'production companies',['company_type'],[],"[""ct.kind = 'production companies'""]",1,4.0,0.0010652542114257812,0.000972747802734375
12c,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.0008950233459472656,0.0009701251983642578
12c,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0009226799011230469,0.0008549690246582031
12c,"SELECT * FROM movie_info mi WHERE mi.info IN ('Drama',                   'Horror',                   'Western',                   'Family')",['movie_info'],[],"[""mi.info IN ('Drama',                   'Horror',                   'Western',                   'Family')""]",327313,330141.0,0.0012559890747070312,0.7012858390808105
12c,SELECT * FROM movie_info_idx mi_idx WHERE mi_idx.info > '7.0',['movie_info_idx'],[],"[""mi_idx.info > '7.0'""]",193895,190576.0,0.0015630722045898438,0.05493307113647461
12c,SELECT * FROM title t WHERE t.production_year BETWEEN 2000  AND  2010,['title'],[],['t.production_year BETWEEN 2000  AND  2010'],1042800,1042183.0,0.0016260147094726562,0.0643010139465332
13a,SELECT * FROM company_name cn WHERE cn.country_code ='[de]',['company_name'],[],"[""cn.country_code ='[de]'""]",9775,9729.0,0.001142740249633789,0.011440038681030273
13a,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0009419918060302734,0.001010894775390625
13a,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0010249614715576172,0.0010051727294921875
13a,SELECT * FROM info_type it2 WHERE it2.info ='release dates',['info_type'],[],"[""it2.info ='release dates'""]",1,1.0,0.001004934310913086,0.000982046127319336
13a,SELECT * FROM kind_type kt WHERE kt.kind ='movie',['kind_type'],[],"[""kt.kind ='movie'""]",1,5.0,0.0013079643249511719,0.0008630752563476562
13b,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0006730556488037109,0.012775182723999023
13b,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0007371902465820312,0.0006279945373535156
13b,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0007910728454589844,0.0006008148193359375
13b,SELECT * FROM info_type it2 WHERE it2.info ='release dates',['info_type'],[],"[""it2.info ='release dates'""]",1,1.0,0.0009489059448242188,0.0010061264038085938
13b,SELECT * FROM kind_type kt WHERE kt.kind ='movie',['kind_type'],[],"[""kt.kind ='movie'""]",1,5.0,0.0008749961853027344,0.0006930828094482422
13b,SELECT * FROM title t WHERE t.title != '' AND (t.title LIKE '%Champion%'        OR t.title LIKE '%Loser%'),['title'],[],"[""t.title != ''"", ""(t.title LIKE '%Champion%'        OR t.title LIKE '%Loser%')""]",2218,470.0,0.0010759830474853516,0.11121797561645508
13c,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.001055002212524414,0.013415098190307617
13c,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0011491775512695312,0.0009100437164306641
13c,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0008859634399414062,0.002063274383544922
13c,SELECT * FROM info_type it2 WHERE it2.info ='release dates',['info_type'],[],"[""it2.info ='release dates'""]",1,1.0,0.0009169578552246094,0.0008997917175292969
13c,SELECT * FROM kind_type kt WHERE kt.kind ='movie',['kind_type'],[],"[""kt.kind ='movie'""]",1,5.0,0.0010669231414794922,0.0009157657623291016
13c,SELECT * FROM title t WHERE t.title != '' AND (t.title LIKE 'Champion%'        OR t.title LIKE 'Loser%'),['title'],[],"[""t.title != ''"", ""(t.title LIKE 'Champion%'        OR t.title LIKE 'Loser%')""]",294,470.0,0.0016350746154785156,0.07434773445129395
13d,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0007460117340087891,0.01354527473449707
13d,SELECT * FROM company_type ct WHERE ct.kind ='production companies',['company_type'],[],"[""ct.kind ='production companies'""]",1,4.0,0.0008268356323242188,0.0004968643188476562
13d,SELECT * FROM info_type it WHERE it.info ='rating',['info_type'],[],"[""it.info ='rating'""]",1,1.0,0.0005388259887695312,0.0003960132598876953
13d,SELECT * FROM info_type it2 WHERE it2.info ='release dates',['info_type'],[],"[""it2.info ='release dates'""]",1,1.0,0.00038814544677734375,0.00034499168395996094
13d,SELECT * FROM kind_type kt WHERE kt.kind ='movie',['kind_type'],[],"[""kt.kind ='movie'""]",1,5.0,0.0003998279571533203,0.0003361701965332031
14a,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.0005488395690917969,0.0005080699920654297
14a,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0004649162292480469,0.00047516822814941406
14a,"SELECT * FROM keyword k WHERE k.keyword IN ('murder',                     'murder-in-title',                     'blood',                     'violence')",['keyword'],[],"[""k.keyword IN ('murder',                     'murder-in-title',                     'blood',                     'violence')""]",3,4.0,0.0004909038543701172,0.009351253509521484
14a,SELECT * FROM kind_type kt WHERE kt.kind = 'movie',['kind_type'],[],"[""kt.kind = 'movie'""]",1,5.0,0.0005240440368652344,0.00040602684020996094
14a,"SELECT * FROM movie_info mi WHERE mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Denish',                   'Norwegian',                   'German',                   'USA',                   'American')",['movie_info'],[],"[""mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Denish',                   'Norwegian',                   'German',                   'USA',                   'American')""]",706674,691938.0,0.0006389617919921875,0.5006399154663086
14a,SELECT * FROM movie_info_idx mi_idx WHERE mi_idx.info < '8.5',['movie_info_idx'],[],"[""mi_idx.info < '8.5'""]",1342886,1344558.0,0.0009200572967529297,0.05740618705749512
14a,SELECT * FROM title t WHERE t.production_year > 2010,['title'],[],['t.production_year > 2010'],391666,395793.0,0.0007951259613037109,0.052874088287353516
14b,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.0006809234619140625,0.0004715919494628906
14b,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0004048347473144531,0.0003917217254638672
14b,"SELECT * FROM keyword k WHERE k.keyword IN ('murder',                     'murder-in-title')",['keyword'],[],"[""k.keyword IN ('murder',                     'murder-in-title')""]",1,2.0,0.0004329681396484375,0.006841897964477539
14b,SELECT * FROM kind_type kt WHERE kt.kind = 'movie',['kind_type'],[],"[""kt.kind = 'movie'""]",1,5.0,0.0004899501800537109,0.0012202262878417969
14b,"SELECT * FROM movie_info mi WHERE mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Denish',                   'Norwegian',                   'German',                   'USA',                   'American')",['movie_info'],[],"[""mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Denish',                   'Norwegian',                   'German',                   'USA',                   'American')""]",706674,691938.0,0.0005781650543212891,0.49648165702819824
14b,SELECT * FROM movie_info_idx mi_idx WHERE mi_idx.info > '6.0',['movie_info_idx'],[],"[""mi_idx.info > '6.0'""]",376837,370327.0,0.0015058517456054688,0.04908108711242676
14b,SELECT * FROM title t WHERE t.production_year > 2010 AND (t.title LIKE '%murder%'        OR t.title LIKE '%Murder%'        OR t.title LIKE '%Mord%'),['title'],[],"['t.production_year > 2010', ""(t.title LIKE '%murder%'        OR t.title LIKE '%Murder%'        OR t.title LIKE '%Mord%')""]",455,110.0,0.0016922950744628906,0.06564927101135254
14c,SELECT * FROM info_type it1 WHERE it1.info = 'countries',['info_type'],[],"[""it1.info = 'countries'""]",1,1.0,0.0010340213775634766,0.0007290840148925781
14c,SELECT * FROM info_type it2 WHERE it2.info = 'rating',['info_type'],[],"[""it2.info = 'rating'""]",1,1.0,0.0005130767822265625,0.0005292892456054688
14c,"SELECT * FROM keyword k WHERE k.keyword IS NOT NULL AND k.keyword IN ('murder',                     'murder-in-title',                     'blood',                     'violence')",['keyword'],[],"['k.keyword IS NOT NULL', ""k.keyword IN ('murder',                     'murder-in-title',                     'blood',                     'violence')""]",3,4.0,0.0006148815155029297,0.010092020034790039
14c,"SELECT * FROM kind_type kt WHERE kt.kind IN ('movie',                   'episode')",['kind_type'],[],"[""kt.kind IN ('movie',                   'episode')""]",2,10.0,0.002162933349609375,0.0010950565338134766
14c,"SELECT * FROM movie_info mi WHERE mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Danish',                   'Norwegian',                   'German',                   'USA',                   'American')",['movie_info'],[],"[""mi.info IN ('Sweden',                   'Norway',                   'Germany',                   'Denmark',                   'Swedish',                   'Danish',                   'Norwegian',                   'German',                   'USA',                   'American')""]",716210,691938.0,0.0012750625610351562,0.49114513397216797
14c,SELECT * FROM movie_info_idx mi_idx WHERE mi_idx.info < '8.5',['movie_info_idx'],[],"[""mi_idx.info < '8.5'""]",1342886,1344558.0,0.001493692398071289,0.054801225662231445
14c,SELECT * FROM title t WHERE t.production_year > 2005,['title'],[],['t.production_year > 2005'],1012920,1015372.0,0.0013580322265625,0.0616300106048584
15a,SELECT * FROM company_name cn WHERE cn.country_code = '[us]',['company_name'],[],"[""cn.country_code = '[us]'""]",84843,85750.0,0.0010030269622802734,0.013459920883178711
15a,SELECT * FROM info_type it1 WHERE it1.info = 'release dates',['info_type'],[],"[""it1.info = 'release dates'""]",1,1.0,0.0013210773468017578,0.0010099411010742188
15a,SELECT * FROM movie_companies mc WHERE mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%',['movie_companies'],[],"[""mc.note LIKE '%(200%)%'"", ""mc.note LIKE '%(worldwide)%'""]",61664,17362.0,0.0011708736419677734,0.07440304756164551
15a,SELECT * FROM movie_info mi WHERE mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%',['movie_info'],[],"[""mi.note LIKE '%internet%'"", ""mi.info LIKE 'USA:% 200%'""]",1771,454.0,0.0012998580932617188,0.2527458667755127
15a,SELECT * FROM title t WHERE t.production_year > 2000,['title'],[],['t.production_year > 2000'],1381453,1385035.0,0.0014750957489013672,0.0654289722442627
15b,SELECT * FROM company_name cn WHERE cn.country_code = '[us]' AND cn.name = 'YouTube',['company_name'],[],"[""cn.country_code = '[us]'"", ""cn.name = 'YouTube'""]",1,1.0,0.001194000244140625,0.012788057327270508
15b,SELECT * FROM info_type it1 WHERE it1.info = 'release dates',['info_type'],[],"[""it1.info = 'release dates'""]",1,1.0,0.0010950565338134766,0.0008819103240966797
15b,SELECT * FROM movie_companies mc WHERE mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%',['movie_companies'],[],"[""mc.note LIKE '%(200%)%'"", ""mc.note LIKE '%(worldwide)%'""]",61664,17362.0,0.0011429786682128906,0.07377815246582031
15b,SELECT * FROM movie_info mi WHERE mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%',['movie_info'],[],"[""mi.note LIKE '%internet%'"", ""mi.info LIKE 'USA:% 200%'""]",1771,454.0,0.0012748241424560547,0.25020503997802734
15b,SELECT * FROM title t WHERE t.production_year BETWEEN 2005  AND  2010,['title'],[],['t.production_year BETWEEN 2005  AND  2010'],716259,716265.0,0.0014777183532714844,0.061840057373046875
15c,SELECT * FROM company_name cn WHERE cn.country_code = '[us]',['company_name'],[],"[""cn.country_code = '[us]'""]",84843,85750.0,0.001028299331665039,0.013214111328125
15c,SELECT * FROM info_type it1 WHERE it1.info = 'release dates',['info_type'],[],"[""it1.info = 'release dates'""]",1,1.0,0.0011410713195800781,0.0008869171142578125
15c,SELECT * FROM movie_info mi WHERE mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%'        OR mi.info LIKE 'USA:% 200%'),['movie_info'],[],"[""mi.note LIKE '%internet%'"", 'mi.info IS NOT NULL', ""(mi.info LIKE 'USA:% 199%'        OR mi.info LIKE 'USA:% 200%')""]",1783,517.0,0.001222848892211914,0.2500941753387451
15c,SELECT * FROM title t WHERE t.production_year > 1990,['title'],[],['t.production_year > 1990'],1749032,1750121.0,0.0008869171142578125,0.06788396835327148
15d,SELECT * FROM company_name cn WHERE cn.country_code = '[us]',['company_name'],[],"[""cn.country_code = '[us]'""]",84843,85750.0,0.001155853271484375,0.01391291618347168
15d,SELECT * FROM info_type it1 WHERE it1.info = 'release dates',['info_type'],[],"[""it1.info = 'release dates'""]",1,1.0,0.00119781494140625,0.0008840560913085938
15d,SELECT * FROM movie_info mi WHERE mi.note LIKE '%internet%',['movie_info'],[],"[""mi.note LIKE '%internet%'""]",10810,12469.0,0.001234292984008789,0.261976957321167
15d,SELECT * FROM title t WHERE t.production_year > 1990,['title'],[],['t.production_year > 1990'],1749032,1750121.0,0.0008668899536132812,0.06898093223571777
16a,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.00102996826171875,0.013484954833984375
16a,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0016639232635498047,0.005393028259277344
16a,SELECT * FROM title t WHERE t.episode_nr >= 50 AND t.episode_nr < 100,['title'],[],"['t.episode_nr >= 50', 't.episode_nr < 100']",68245,66226.0,0.0011250972747802734,0.06493091583251953
16b,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0008599758148193359,0.013572216033935547
16b,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0007519721984863281,0.0051572322845458984
16c,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0005612373352050781,0.013599157333374023
16c,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0010287761688232422,0.005165815353393555
16c,SELECT * FROM title t WHERE t.episode_nr < 100,['title'],[],['t.episode_nr < 100'],946906,942250.0,0.0009970664978027344,0.06873393058776855
16d,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0010979175567626953,0.013631105422973633
16d,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0007510185241699219,0.004961967468261719
16d,SELECT * FROM title t WHERE t.episode_nr >= 5 AND t.episode_nr < 100,['title'],[],"['t.episode_nr >= 5', 't.episode_nr < 100']",692556,685493.0,0.0005540847778320312,0.06989812850952148
17a,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0012080669403076172,0.01354217529296875
17a,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.001940011978149414,0.005482912063598633
17a,SELECT * FROM name n WHERE n.name LIKE 'B%',['name'],[],"[""n.name LIKE 'B%'""]",343399,336804.0,0.0020041465759277344,0.6658220291137695
17b,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0009777545928955078,0.005087852478027344
17b,SELECT * FROM name n WHERE n.name LIKE 'Z%',['name'],[],"[""n.name LIKE 'Z%'""]",36174,417.0,0.0009720325469970703,0.1394190788269043
17c,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0008771419525146484,0.005434989929199219
17c,SELECT * FROM name n WHERE n.name LIKE 'X%',['name'],[],"[""n.name LIKE 'X%'""]",2664,417.0,0.0008471012115478516,0.08185195922851562
17d,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.004513978958129883,0.006066083908081055
17d,SELECT * FROM name n WHERE n.name LIKE '%Bert%',['name'],[],"[""n.name LIKE '%Bert%'""]",5216,417.0,0.0008192062377929688,0.11200213432312012
17e,SELECT * FROM company_name cn WHERE cn.country_code ='[us]',['company_name'],[],"[""cn.country_code ='[us]'""]",84843,85750.0,0.0008368492126464844,0.015109062194824219
17e,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0009291172027587891,0.005414009094238281
17f,SELECT * FROM keyword k WHERE k.keyword ='character-name-in-title',['keyword'],[],"[""k.keyword ='character-name-in-title'""]",1,1.0,0.0005791187286376953,0.005162954330444336
17f,SELECT * FROM name n WHERE n.name LIKE '%B%',['name'],[],"[""n.name LIKE '%B%'""]",536716,463105.0,0.0008299350738525391,0.11050105094909668
18a,"SELECT * FROM cast_info ci WHERE ci.note IN ('(producer)',                   '(executive producer)')",['cast_info'],[],"[""ci.note IN ('(producer)',                   '(executive producer)')""]",2379271,2377939.0,0.0009920597076416016,0.7060589790344238
18a,SELECT * FROM info_type it1 WHERE it1.info = 'budget',['info_type'],[],"[""it1.info = 'budget'""]",1,1.0,0.0017919540405273438,0.0011661052703857422
18a,SELECT * FROM info_type it2 WHERE it2.info = 'votes',['info_type'],[],"[""it2.info = 'votes'""]",1,1.0,0.0011060237884521484,0.0009968280792236328
18a,SELECT * FROM name n WHERE n.gender = 'm' AND n.name LIKE '%Tim%',['name'],[],"[""n.gender = 'm'"", ""n.name LIKE '%Tim%'""]",9062,174.0,0.0008540153503417969,0.11845707893371582
18b,"SELECT * FROM cast_info ci WHERE ci.note IN ('(writer)',                   '(head writer)',                   '(written by)',                   '(story)',                   '(story editor)')",['cast_info'],[],"[""ci.note IN ('(writer)',                   '(head writer)',                   '(written by)',                   '(story)',                   '(story editor)')""]",1244716,1235465.0,0.0014069080352783203,0.6867530345916748
18b,SELECT * FROM info_type it1 WHERE it1.info = 'genres',['info_type'],[],"[""it1.info = 'genres'""]",1,1.0,0.00128173828125,0.0012979507446289062
